0.247488 -0.067444 -0.076233 -0.177139 -0.127648 -0.036909 0.070476 0.175847 -0.053982 -0.280417 -0.334067 -0.225527 0.517007 0.054630 0.592878 -0.158586 0.720325 0.250289 -0.090705 -0.172960 0.512219 1.183268 0.597133 1.049380 0.539399 0.279831 -0.109515 -0.063754 0.078325 0.048761 0.298196 -0.149034 0.015092 -0.104972 -0.082609 -0.053697 0.302592 -0.156780 -0.174510 -0.237491 -0.217821 -0.116102 -0.008253 0.132640 -0.306848 -0.216410 -0.264205 -0.179157 0.573159 -0.106978 0.581835 -0.153481 0.823330 0.199948 -0.100229 -0.133389 0.429622 1.344085 0.351704 0.225301 0.318317 -0.017687 -0.031623 -0.047783 -0.014517 -0.132502 0.197498 -0.122484 -0.103045 -0.077406 -0.059895 -0.041451 0.284615 -0.171295 -0.203970 -0.244078 -0.221512 -0.132645 -0.039736 0.059022 -0.277943 -0.192118 -0.236963 -0.159495 0.572766 -0.153263 0.470215 -0.167881 0.847245 0.179098 -0.109557 -0.117144 0.358117 1.376374 0.184712 -0.005839 0.189023 -0.069442 -0.072202 -0.041097 -0.075969 -0.154358 0.077088 -0.111411 -0.110749 -0.067470 -0.052103 -0.036436 0.246460 -0.193797 -0.213471 -0.235265 -0.213526 -0.145456 -0.055601 0.001420 -0.259890 -0.177095 -0.220077 -0.147044 0.554279 -0.171356 0.344602 -0.155058 0.867218 0.176739 -0.110704 -0.106990 0.308067 1.409146 0.116899 -0.023665 0.152313 -0.054532 -0.065869 -0.036980 -0.109639 -0.175082 -0.008854 -0.104343 -0.101591 -0.061487 -0.047514 -0.033266 
-0.057839 -0.290418 -0.175763 -0.166759 -0.345792 -0.298296 -0.351672 -0.184333 -0.210595 -0.114640 -0.250428 -0.225527 0.451122 0.493263 -0.044183 -0.240274 0.169432 0.141031 -0.103080 -0.172960 -0.221358 -0.161084 -0.193276 -0.094237 -0.213937 -0.129380 -0.109515 -0.063754 -0.384708 -0.275039 -0.229309 -0.149034 -0.140950 -0.104972 -0.082609 -0.053697 -0.082606 -0.277810 -0.192901 -0.163465 -0.306873 -0.279766 -0.301864 -0.226184 -0.176450 -0.175058 -0.242888 -0.179157 0.574012 0.607661 -0.048680 -0.188560 0.187174 0.160241 -0.058886 -0.133389 -0.212008 -0.121075 -0.156833 -0.072159 -0.154861 -0.093526 -0.082664 -0.047783 -0.308592 -0.224151 -0.185114 -0.122484 -0.126799 -0.077406 -0.059895 -0.041451 -0.106710 -0.255822 -0.221125 -0.185452 -0.281316 -0.255986 -0.263868 -0.216801 -0.153036 -0.165489 -0.207645 -0.159495 0.634198 0.670753 -0.061312 -0.167881 0.222339 0.215030 -0.048198 -0.117144 -0.201062 -0.106759 -0.143016 -0.063548 -0.136653 -0.080514 -0.072202 -0.041097 -0.279939 -0.204278 -0.167458 -0.111411 -0.096496 -0.067470 -0.052103 -0.036436 -0.142139 -0.244214 -0.207505 -0.187288 -0.270470 -0.262020 -0.255526 -0.211566 -0.145199 -0.159704 -0.206029 -0.147044 0.675042 0.711577 -0.073901 -0.155058 0.238836 0.251439 -0.039741 -0.106990 -0.193259 -0.098229 -0.134409 -0.058344 -0.125671 -0.072914 -0.065869 -0.036980 -0.261645 -0.191691 -0.156295 -0.104343 -0.071704 -0.061487 -0.047514 -0.033266 
0.303942 0.334966 0.336472 0.149874 0.068862 0.115838 0.048533 0.292717 0.611151 -0.212361 0.174423 -0.225527 0.243321 0.116006 0.034294 -0.240274 0.820319 0.069258 0.045315 -0.172960 0.473257 0.527502 -0.014748 -0.094237 1.030579 1.752505 2.071368 1.512654 0.340159 0.273550 0.579633 0.194936 0.316571 -0.104972 -0.082609 -0.053697 0.342581 0.314761 0.358941 0.145452 0.071206 0.097875 0.002318 0.332484 0.628330 -0.187087 -0.001963 -0.179157 0.140950 -0.068665 -0.099438 -0.188560 1.006673 -0.150873 0.020098 -0.133389 0.380938 0.437906 -0.100286 -0.072159 1.186499 2.145265 2.591848 0.840675 0.307879 0.159895 0.531556 0.005904 0.023945 -0.077406 -0.059895 -0.041451 0.357341 0.239573 0.382173 0.147892 0.063668 0.069472 -0.015085 0.337739 0.571126 -0.171348 -0.088265 -0.159495 0.066555 -0.124963 -0.127382 -0.167881 1.079240 -0.124496 -0.094591 -0.117144 0.334571 0.184802 -0.093767 -0.063548 1.261314 2.203221 2.783933 0.711172 0.277116 0.070286 0.467155 -0.001260 -0.081149 -0.067470 -0.052103 -0.036436 0.365941 0.145657 0.390744 0.150423 0.037025 0.044650 -0.034320 0.333859 0.516293 -0.177095 -0.111066 -0.147044 0.017428 -0.116983 -0.143733 -0.155058 1.115898 -0.076889 -0.122888 -0.106990 0.269587 0.054434 -0.114677 -0.058344 1.300320 2.107247 2.856757 0.547703 0.232566 0.023493 0.385353 -0.062278 -0.058144 -0.061487 -0.047514 -0.033266 
-0.142213 -0.323174 -0.381375 -0.326237 -0.391280 -0.383517 -0.360875 -0.329102 0.127566 0.434855 0.255362 0.069272 0.168384 0.134256 0.585316 -0.143459 -0.355724 -0.281418 0.098831 -0.172960 -0.294262 -0.161084 -0.193276 -0.094237 -0.213937 -0.129380 -0.109515 -0.063754 -0.384708 -0.275039 -0.229309 -0.149034 -0.180869 -0.104972 -0.082609 -0.053697 -0.319716 -0.303522 -0.314353 -0.306297 -0.336529 -0.337708 -0.315269 -0.405061 0.151067 0.412545 0.317729 -0.099949 0.170491 0.073452 0.711698 -0.183364 -0.254235 -0.207744 -0.172426 -0.133389 -0.230048 -0.121075 -0.156833 -0.072159 -0.154861 -0.093526 -0.082664 -0.047783 -0.308592 -0.224151 -0.185114 -0.122484 -0.126799 -0.077406 -0.059895 -0.041451 -0.331314 -0.265079 -0.283148 -0.289625 -0.298163 -0.308438 -0.301362 -0.434147 0.200430 0.417823 0.357193 -0.099955 0.195181 0.057532 0.778880 -0.153315 -0.241419 -0.182452 -0.154453 -0.117144 -0.209259 -0.106759 -0.143016 -0.063548 -0.136653 -0.080514 -0.072202 -0.041097 -0.279939 -0.204278 -0.167458 -0.111411 -0.110749 -0.067470 -0.052103 -0.036436 -0.313145 -0.244527 -0.264468 -0.271985 -0.279009 -0.276980 -0.282597 -0.432417 0.232521 0.456892 0.382821 -0.103828 0.206296 0.074807 0.814173 -0.152119 -0.225539 -0.167242 -0.143769 -0.106990 -0.196504 -0.098229 -0.134409 -0.058344 -0.125671 -0.072914 -0.065869 -0.036980 -0.261645 -0.191691 -0.156295 -0.104343 -0.101591 -0.061487 -0.047514 -0.033266 
-0.000170 0.245060 0.226689 0.143480 0.066827 -0.000317 -0.104110 0.024160 -0.097965 -0.073120 0.573037 0.332858 0.326592 0.138630 0.206069 -0.064645 0.558102 0.184666 0.057423 -0.021585 0.213012 0.341902 0.223926 0.368061 -0.213937 -0.129380 -0.109515 -0.063754 0.121681 0.240783 0.042247 -0.149034 -0.116202 0.385442 -0.082609 -0.053697 -0.000218 0.172240 0.124821 0.019025 -0.043888 -0.080678 -0.193795 -0.123191 -0.128690 -0.155742 0.652177 -0.056535 0.352797 0.030836 0.168596 -0.155234 0.653235 0.079930 0.084403 -0.093350 0.153485 0.141049 0.189242 0.175851 -0.131469 -0.093526 -0.082664 -0.047783 0.076381 0.109331 0.001830 -0.122484 -0.126799 0.003415 -0.059895 -0.041451 0.007621 0.116678 0.078526 -0.034183 -0.071585 -0.107018 -0.198396 -0.212396 -0.146594 -0.167051 0.624571 -0.147046 0.368829 -0.012715 0.119613 -0.126092 0.687054 0.006527 0.100793 -0.079675 0.108472 0.049904 0.162409 0.107297 -0.136653 -0.080514 -0.072202 -0.041097 0.000547 0.007817 -0.054008 -0.111411 -0.103053 -0.037395 -0.052103 -0.036436 0.042953 0.049379 0.069177 -0.043565 -0.080608 -0.112128 -0.192449 -0.251140 -0.146000 -0.157605 0.542133 -0.136902 0.387175 -0.014011 0.111405 -0.109446 0.738282 -0.048451 0.143756 -0.090745 0.085358 0.009192 0.155067 0.171192 -0.111887 -0.072914 -0.065869 -0.036980 -0.043751 -0.020967 -0.071004 -0.104343 -0.088681 -0.061487 -0.047514 -0.033266 
0.175521 0.223786 -0.103683 0.034318 0.023716 0.164500 0.360847 0.247241 0.402185 0.646142 0.175362 0.944091 0.189995 0.376322 -0.103406 -0.240274 -0.231418 -0.281418 -0.222266 -0.172960 -0.236219 -0.161084 -0.193276 -0.094237 0.519090 -0.129380 0.860743 -0.063754 0.263246 -0.167029 0.254722 -0.149034 0.413296 0.025806 -0.082609 2.824443 0.227697 0.113819 -0.202792 -0.088478 -0.132406 -0.009823 0.289465 0.226213 0.359809 0.680529 -0.026277 1.151831 0.061997 0.314527 -0.219224 -0.188560 -0.259860 -0.207744 -0.172426 -0.133389 -0.211431 -0.121075 -0.156833 -0.072159 0.548880 -0.093526 0.754115 -0.047783 0.217776 -0.190743 0.164354 -0.122484 0.204837 0.051909 -0.059895 2.081429 0.266158 0.134552 -0.219185 -0.152003 -0.176995 -0.083023 0.209351 0.187115 0.322242 0.684997 -0.088665 1.223238 -0.016960 0.264448 -0.202402 -0.167881 -0.236273 -0.182452 -0.154453 -0.117144 -0.189318 -0.106759 -0.143016 -0.063548 0.598545 -0.080514 0.702000 -0.041097 0.221542 -0.166400 0.140249 -0.111411 0.059460 -0.043410 -0.052103 1.089696 0.291461 0.151888 -0.214484 -0.182232 -0.191120 -0.121427 0.147501 0.137884 0.255576 0.640196 -0.090192 1.242569 -0.083400 0.210406 -0.186957 -0.155058 -0.217338 -0.167242 -0.143769 -0.106990 -0.187892 -0.098229 -0.104152 -0.058344 0.603896 -0.072914 0.664034 -0.036980 0.218269 -0.155751 0.116901 -0.104343 0.012203 -0.061487 -0.047514 0.605734 
0.302102 -0.290818 -0.332638 -0.372304 -0.269455 -0.046631 -0.207328 0.335963 0.058501 -0.107832 -0.020579 0.038326 -0.281666 0.024430 -0.259179 -0.113205 -0.211700 -0.010521 -0.222266 -0.172960 0.665777 0.789537 0.131180 0.263143 0.562482 -0.001222 0.477843 -0.063754 -0.201758 -0.188975 -0.229309 -0.149034 -0.109545 -0.104972 -0.082609 -0.053697 0.374020 -0.241337 -0.281806 -0.295211 -0.254768 -0.082027 -0.190544 0.413817 0.037619 -0.088162 -0.029995 -0.044409 -0.272936 -0.043123 -0.203329 -0.105408 -0.218478 -0.109466 -0.172426 -0.133389 0.753086 0.625567 0.042600 0.047193 0.411776 -0.021480 0.430538 -0.047783 -0.252331 -0.207673 -0.185114 -0.122484 -0.080689 -0.077406 -0.059895 -0.041451 0.422489 -0.208762 -0.243184 -0.275464 -0.232731 -0.094476 -0.175591 0.458372 0.038533 -0.089760 -0.030658 -0.034042 -0.259220 -0.069433 -0.190007 -0.105972 -0.203414 -0.089910 -0.154453 -0.117144 0.786771 0.484827 0.057517 -0.018893 0.364228 -0.035444 0.384143 -0.041097 -0.255637 -0.181269 -0.167458 -0.111411 -0.059819 -0.067470 -0.052103 -0.036436 0.458660 -0.190168 -0.226601 -0.246429 -0.216163 -0.095454 -0.174576 0.497345 0.055093 -0.088135 -0.035201 -0.033136 -0.243651 -0.076555 -0.172508 -0.105113 -0.188124 -0.098212 -0.143769 -0.106990 0.833574 0.351114 0.034196 -0.058344 0.417945 -0.060439 0.348602 -0.036980 -0.234786 -0.174769 -0.156295 -0.104343 -0.056499 -0.061487 -0.047514 -0.033266 
0.061218 0.042476 -0.181694 -0.181618 0.292601 0.128877 -0.116646 -0.086616 0.256747 0.420380 -0.125752 -0.119168 0.428542 0.141863 -0.149325 -0.240274 0.430382 0.547784 -0.054292 -0.172960 0.192892 0.653753 0.287594 0.222428 0.178933 -0.129380 -0.109515 -0.063754 -0.058806 -0.275039 -0.229309 -0.149034 -0.120992 -0.104972 -0.082609 -0.053697 0.049773 -0.030023 -0.214254 -0.204244 0.342955 0.128996 -0.171097 -0.166399 0.189379 0.361321 -0.112813 -0.179157 0.496459 0.172968 -0.139793 -0.188560 0.459138 0.625817 -0.045304 -0.133389 0.202218 0.524023 0.314076 0.254165 -0.000140 -0.093526 -0.082664 -0.047783 -0.201580 -0.224151 -0.185114 -0.122484 -0.097768 -0.077406 -0.059895 -0.041451 0.049699 -0.078456 -0.199014 -0.191926 0.374845 0.134290 -0.212517 -0.216165 0.195298 0.227534 -0.122440 -0.159495 0.528217 0.166913 -0.162730 -0.167881 0.439195 0.653609 -0.057560 -0.117144 0.191789 0.542125 0.330360 0.285796 -0.005473 -0.080514 -0.072202 -0.041097 -0.215956 -0.204278 -0.167458 -0.111411 -0.089369 -0.067470 -0.052103 -0.036436 0.038748 -0.104137 -0.172885 -0.177909 0.382508 0.143468 -0.212873 -0.243228 0.206645 0.139343 -0.123073 -0.147044 0.550091 0.160765 -0.147161 -0.155058 0.438411 0.678913 -0.077693 -0.106990 0.182054 0.492987 0.329998 0.326831 -0.021229 -0.072914 -0.065869 -0.036980 -0.214939 -0.191691 -0.156295 -0.104343 -0.101591 -0.061487 -0.047514 -0.033266 
0.267169 0.106859 0.176431 0.076656 0.089391 -0.007616 -0.097940 0.117452 0.216479 0.425876 -0.334067 -0.225527 0.502121 -0.143590 -0.293659 -0.240274 0.084932 0.150468 -0.222266 -0.172960 0.823889 1.048116 -0.048109 -0.094237 0.674965 -0.129380 -0.109515 -0.063754 0.393324 0.216137 -0.229309 -0.149034 -0.131879 -0.104972 -0.082609 -0.053697 0.312155 -0.024546 0.036097 -0.051989 -0.009789 -0.101128 -0.149609 0.055363 0.083551 0.334927 -0.264205 -0.179157 0.554645 -0.217863 -0.229392 -0.188560 -0.105852 -0.061505 -0.172426 -0.133389 0.910026 0.914997 -0.120705 -0.072159 0.345666 -0.093526 -0.082664 -0.047783 0.307613 -0.074998 -0.185114 -0.122484 -0.103045 -0.077406 -0.059895 -0.041451 0.326707 -0.067876 -0.021443 -0.066894 -0.010058 -0.097111 -0.164889 0.028839 0.046453 0.348519 -0.236963 -0.159495 0.557864 -0.211064 -0.215943 -0.167881 -0.131678 -0.089143 -0.154453 -0.117144 0.962147 0.773321 -0.130429 -0.063548 0.285936 -0.080514 -0.072202 -0.041097 0.246599 -0.107212 -0.167458 -0.111411 -0.110749 -0.067470 -0.052103 -0.036436 0.330568 -0.096229 -0.065408 -0.059830 -0.012931 -0.087242 -0.152456 0.001025 0.004178 0.286360 -0.220077 -0.147044 0.538553 -0.204879 -0.184540 -0.155058 -0.129500 -0.088780 -0.143769 -0.106990 1.006611 0.668931 -0.134409 -0.058344 0.310891 -0.072914 -0.065869 -0.036980 0.198030 -0.135099 -0.156295 -0.104343 -0.101591 -0.061487 -0.047514 -0.033266 
0.272587 0.336783 -0.100346 -0.184809 0.187770 0.317483 0.267908 0.216798 -0.109118 -0.212361 -0.303748 -0.225527 0.585262 0.332840 -0.001791 -0.240274 0.174693 0.295295 0.345420 -0.172960 0.287719 -0.013709 0.555392 -0.094237 -0.213937 -0.129380 -0.109515 -0.063754 -0.233525 -0.190569 -0.113195 -0.149034 -0.026899 -0.104972 -0.082609 -0.053697 0.282430 0.050425 -0.237040 -0.211250 0.088272 0.259413 0.199929 0.205167 -0.178555 -0.196861 -0.239477 -0.179157 0.707805 0.313469 -0.046485 -0.188560 0.053322 0.160793 0.284953 -0.036626 0.177934 -0.101158 0.422207 -0.072159 -0.154861 -0.093526 -0.082664 -0.047783 -0.261963 -0.199892 -0.161932 -0.122484 -0.126799 -0.077406 -0.059895 -0.041451 0.305870 0.014128 -0.237390 -0.184133 0.094025 0.222328 0.144100 0.180612 -0.188784 -0.192118 -0.228460 -0.159495 0.776113 0.299376 -0.037886 -0.167881 0.099731 0.131031 0.233352 -0.117144 0.200513 -0.048581 0.366080 -0.063548 -0.136653 -0.080514 -0.072202 -0.041097 -0.252643 -0.193582 -0.151827 -0.111411 -0.110749 -0.067470 -0.052103 -0.036436 0.327495 0.036955 -0.219476 -0.188682 0.064501 0.208332 0.093314 0.159843 -0.199912 -0.171443 -0.220077 -0.147044 0.828886 0.262905 -0.055886 -0.155058 0.095640 0.098511 0.242033 -0.106990 0.204329 -0.068083 0.277615 -0.058344 -0.125671 -0.072914 -0.065869 -0.036980 -0.243137 -0.187539 -0.156295 -0.104343 -0.101591 -0.061487 -0.047514 -0.033266 
